"","klasifikasi","score","text"
"2103","Netral",0,"  hardly ever     twice  even  touched  little   first take "
"2104","Netral",0,"   eiffel tower way cooler  person  course  exist  written   stars   one "
"2105","Positif",1,"  wonder  shot  ball   eiffel tower"
"2106","Netral",0,"  gave  eiffel tower one  "
"2107","Positif",1," wow  eiffel tower set "
"2108","Positif",1,"  eiffel tower   beautiful landmark"
"2109","Negatif",-1,"  eiffel tower  falling    going  stand   catch     going  get   way "
"2110","Negatif",-1," even carmen sandiego  limited   eiffel tower"
"2111","Netral",0," back  time  eiffel "
"2112","Netral",0,"  curtains wide open    white  blue glows   night pass   huge glass windows jimins lashe"
"2113","Positif",1," ive  eiffel towered   fun"
"2114","Netral",0,"  blows  mind shapen  time  build  eiffel tower   pocket"
"2115","Netral",0," shapen  time  build  eiffel tower   pocket"
"2116","Netral",0," theres  eiffel tower set  today stands  ft tall"
"2117","Netral",0,"someone tell   buy  lego eiffel tower"
"2118","Netral",0,"measuring  feet   tallest lego set yet  "
"2119","Netral",0," eiffel tower   river seine "
"2120","Negatif",-1,"breaking news george clooney  cristiano ronaldo  seen  vacation   eiffel tower "
"2121","Netral",0," eiffel tower  coming soon "
"2122","Positif",1," still waiting  alexi  wear  dress  front   eiffel tower like  said  w "
"2123","Netral",0,"fully funded  scholarship program degree msc amp phd deadline jan  "
"2124","Netral",0,"  view never gets old  eiffel tower  one    iconic landmarks  just  paris    w "
"2125","Netral",0,"  eiffel pose   ruby  u"
